"","START.YEAR","START.QUARTER","COMPLETION.YEAR","COMPLETION.QUARTER","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.11","V.12","V.13","V.14","V.15","V.16","V.17","V.18","V.19","V.20","V.21","V.22","V.23","V.24","V.25","V.26","V.27","V.28","V.29","V.11.1","V.12.1","V.13.1","V.14.1","V.15.1","V.16.1","V.17.1","V.18.1","V.19.1","V.20.1","V.21.1","V.22.1","V.23.1","V.24.1","V.25.1","V.26.1","V.27.1","V.28.1","V.29.1","V.11.2","V.12.2","V.13.2","V.14.2","V.15.2","V.16.2","V.17.2","V.18.2","V.19.2","V.20.2","V.21.2","V.22.2","V.23.2","V.24.2","V.25.2","V.26.2","V.27.2","V.28.2","V.29.2","V.11.3","V.12.3","V.13.3","V.14.3","V.15.3","V.16.3","V.17.3","V.18.3","V.19.3","V.20.3","V.21.3","V.22.3","V.23.3","V.24.3","V.25.3","V.26.3","V.27.3","V.28.3","V.29.3","V.11.4","V.12.4","V.13.4","V.14.4","V.15.4","V.16.4","V.17.4","V.18.4","V.19.4","V.20.4","V.21.4","V.22.4","V.23.4","V.24.4","V.25.4","V.26.4","V.27.4","V.28.4","V.29.4"
"statistic",0.940785119385466,0.829873330330538,0.940513763997826,0.822776847051992,0.899331786105968,0.992457098002195,0.983512047673571,0.998355460302593,0.966543542792774,0.977371450820983,0.933135504462605,0.992611915794522,0.927634277707452,0.97328350433274,0.962958056043913,0.964585487851391,0.955281473782008,0.973275549282984,0.973688603142207,0.965843135553443,0.966260929416919,0.599862663608947,0.958484582142971,0.971550745170779,0.666031871953966,0.667034787028704,0.942365249631174,0.940134166523819,0.867577562221019,0.894083947812984,0.956147885735535,0.950919336967287,0.972663054345664,0.955490340344885,0.97423086799323,0.958280186866831,0.972987364648571,0.974712145625453,0.962748085238477,0.966896734266649,0.585995015567551,0.957333386959522,0.973224938287603,0.671435715952261,0.666873057729441,0.937427165709967,0.93669204918437,0.873523060739471,0.874422371616467,0.956130499490613,0.963931874042578,0.971219495874283,0.946029867624714,0.96862091305231,0.960700138194987,0.963772033500856,0.973441671423483,0.967621223920047,0.964869246994278,0.565452065319527,0.952894799495067,0.969300620016345,0.674397109229645,0.666522208016014,0.931157721965822,0.931674707029147,0.88070099432639,0.934630413201389,0.953266456695643,0.952047803012664,0.968369335625236,0.931933309572197,0.983338165490544,0.963182504158426,0.951307216186837,0.969008097984264,0.984377274947023,0.977616817574168,0.554878393719586,0.950284762193566,0.967990779424219,0.67713998798186,0.669627124035406,0.924883091929366,0.927537788130352,0.891430037050562,0.92801661582128,0.951534844633859,0.963999184314275,0.964360150759997,0.915496075817438,0.974948533146488,0.964281486205783,0.945215557296801,0.962421762014395,0.965382426752892,0.973170276592636,0.541441461964429,0.945189392036553,0.96325332348419,0.679786001725634,0.674828644771506,0.921511664952229,0.926279938257929,0.898166717194758,0.894739785369713,0.951848855099859
"p.value",5.05205732244421e-11,1.50808283134207e-19,4.70221144392909e-11,6.22835959278408e-20,5.64556145428282e-15,0.0571794649402712,0.000298017941118147,0.978980444050104,1.59830808271722e-07,1.43108445286673e-05,7.21590545501466e-12,0.0630429822203602,1.94669059433353e-12,2.34738363106231e-06,4.32788397988938e-08,7.75712625558887e-08,3.32518014603491e-09,2.33947580280429e-06,2.78943543827269e-06,1.23077803397908e-07,1.43783914849895e-07,1.99024371493059e-28,9.36870875592489e-09,1.13926567036275e-06,2.10444380492307e-26,2.27063538619464e-26,7.70576944805185e-11,4.25459893442389e-11,2.78548790928374e-17,2.17671886319877e-15,4.38038915406395e-09,8.70741550832504e-10,1.80701112107973e-06,3.55254961843395e-09,3.52179309925209e-06,8.75705217858919e-09,2.07100448725978e-06,4.34057410621081e-06,4.01840604163691e-08,1.82555940887433e-07,8.10049765216039e-29,6.42172119872454e-09,2.28981351172796e-06,3.17630806673133e-26,2.24294687967345e-26,2.10930237141321e-11,1.74937388158153e-11,6.98288026174807e-17,8.04599401523489e-17,4.35608756371207e-09,6.12526213147842e-08,9.94890119393317e-07,2.11285596514951e-10,3.53458057199666e-07,1.97342545993621e-08,5.78367285476159e-08,2.51055504500499e-06,2.4039370497367e-07,8.60147575401647e-08,2.23230592864407e-29,1.58226621130881e-09,4.61172605588901e-07,3.98908350015526e-26,2.18407046966576e-26,4.46945172363559e-12,5.06112040602124e-12,2.20974998756966e-16,1.04293927391653e-11,1.7735024339144e-09,1.22250392781655e-09,3.20575648751432e-07,5.38711678994695e-12,0.000271807882859309,4.68637618008374e-08,9.77912130068151e-10,4.11125004214103e-07,0.000473893590471383,1.60305343220112e-05,1.17155176404312e-29,7.21027137397907e-10,2.7699438506695e-07,4.93343091575195e-26,2.76587337888469e-26,1.03649752321866e-12,1.90361601556362e-12,1.36137982767699e-15,2.12759215143054e-12,1.04712927855642e-09,6.27535441529121e-08,7.14849473402882e-08,1.34844892142623e-13,4.81349413684723e-06,6.94795406077774e-08,1.68236620617378e-10,3.58250515985902e-08,1.03814041529732e-07,2.23741322796229e-06,5.25359074444719e-30,1.67015487661377e-10,4.80582222101933e-08,6.06381443014468e-26,4.12430383765642e-26,4.88887898839404e-13,1.42458337907379e-12,4.55540422280663e-15,2.44752400278118e-15,1.15110467222808e-09
